2704, 1828180
2706, 1828168
2708, 1833140
2710, 1885700
2712, 1887176
2714, 2017356
2716, 2018060
2718, 1954356
2720, 2305264
2722, 2068072
2724, 2068756
2726, 1727600
2728, 1888456
2730, 1890868
2732, 4406220
2734, 6346460
2736, 6345596
2738, 6345492
2740, 6344404
2742, 6507004
2744, 7935688
2746, 8986800
2748, 9650104
2750, 10407664
2752, 10908536
2754, 13316156
2756, 13316784
2758, 13316364
2760, 15362252
2762, 15430844
2764, 17286132
2766, 22689680
2768, 26855428
2770, 31006652
2772, 32667468
2774, 32667448
2776, 32666340
2778, 32666236
2780, 32665948
2782, 32666344
2784, 32665740
2786, 32665864
2788, 32665384
2790, 32665336
2792, 32665448
2794, 33227708
2796, 33228148
2798, 33228012
2800, 33227728
2802, 35410448
2804, 38310536
2806, 41211660
2808, 44272680
2810, 47172292
2812, 48993176
2814, 48993228
2816, 48992836
2818, 48992768
2820, 48993408
2822, 48992912
2824, 48995388
2826, 48995060
2828, 48994700
2830, 49557640
2832, 49557492
2834, 49557480
2836, 50048264
2838, 50132252
2840, 50133164
2842, 50133496
2844, 33090624
2846, 1877432
2848, 2673500
2850, 4419668
2852, 6353284
2854, 6352844
2856, 6350928
2858, 6350496
2860, 6525816
2862, 7942180
2864, 8993412
2866, 9655472
2868, 10415604
2870, 10431392
2872, 12633408
2874, 13323672
2876, 13323276
2878, 13816800
2880, 15369216
2882, 16639532
2884, 21856928
2886, 26019524
2888, 30189472
2890, 32673788
2892, 32673536
2894, 32672908
2896, 32673772
2898, 32673252
2900, 32672616
2902, 32672628
2904, 32672108
2906, 32672784
2908, 32672720
2910, 32673160
2912, 32845876
2914, 33235504
2916, 33235084
2918, 33235368
2920, 34753764
2922, 37654700
2924, 40548876
2926, 43445448
2928, 46343992
2930, 49000196
2932, 48999912
2934, 48999976
2936, 49000092
2938, 49000336
2940, 48999656
2942, 48999792
2944, 48999688
2946, 49000056
2948, 49562776
2950, 49562592
2952, 49562760
2954, 49562600
2956, 50134380
2958, 12938592
2960, 1906676
2962, 3485156
2964, 5228640
2966, 6354296
2968, 6353672
2970, 6353572
2972, 6352412
2974, 7157760
2976, 8334868
2978, 9219648
2980, 9868376
2982, 10417144
2984, 10918080
2986, 13325556
2988, 13325908
2990, 13325264
2992, 15369152
2994, 15438664
2996, 18157204
2998, 23531256
3000, 27681484
3002, 31788896
3004, 32675548
3006, 32675652
3008, 32676760
3010, 32676508
3012, 32678200
3014, 32679028
3016, 32678988
3018, 32678336
3020, 32678672
3022, 32678624
3024, 32679448
3026, 33241628
3028, 33241256
3030, 33241100
3032, 33239940
3034, 35819740
3036, 38704424
3038, 41589796
3040, 44492124
3042, 47394756
3044, 49005416
3046, 49005660
3048, 49005664
3050, 49005528
3052, 49005780
3054, 49005328
3056, 49004840
3058, 49005312
3060, 49005188
3062, 49568476
3064, 49568304
3066, 49568524
3068, 50132144
3070, 50144536
3072, 1706764
3074, 1917568
3076, 3602164
3078, 5343156
3080, 6341808
3082, 6341452
3084, 6341796
3086, 6341756
3088, 7158292
3090, 8315272
3092, 9193708
3094, 9858912
3096, 10408452
3098, 11080180
3100, 13317232
3102, 13317048
3104, 13387488
3106, 15362356
3108, 16071340
3110, 19770480
3112, 24371688
3114, 28494348
3116, 32481400
3118, 32668988
3120, 32668716
3122, 32668888
3124, 32667956
3126, 32667808
3128, 32667956
3130, 32667920
3132, 32666872
3134, 32666844
3136, 32666632
3138, 32666572
3140, 33229496
3142, 33230040
3144, 33230052
3146, 33230772
3148, 36012004
3150, 38901384
3152, 41791040
3154, 44682112
3156, 47584720
3158, 48995200
3160, 48995200
3162, 48994524
3164, 48995084
3166, 48994824
3168, 48994388
3170, 48994344
3172, 48994128
3174, 48993764
3176, 49557148
3178, 49557504
3180, 49557068
3182, 50072352
3184, 50132056
3186, 2091804
3188, 1846840
3190, 1845400
3192, 1875388
3194, 2600364
3196, 4345000
3198, 6105324
3200, 6355040
3202, 6354648
3204, 6354472
3206, 6486440
3208, 7946356
3210, 8998200
3212, 9661092
3214, 10419124
3216, 10418984
3218, 11998240
3220, 13327604
3222, 13327056
3224, 13397324
3226, 15371748
3228, 16497704
3230, 21476788
3232, 25631640
3234, 29775956
3236, 32676392
3238, 32676932
3240, 32677268
3242, 32677696
3244, 32678176
3246, 32678400
3248, 32678584
3250, 32678796
3252, 32677980
3254, 32677284
3256, 32676940
3258, 32677492
3260, 33240024
3262, 33239556
3264, 33239332
3266, 34288204
3268, 37184056
3270, 40072876
3272, 42964124
3274, 45868280
3276, 48745476
3278, 49003540
3280, 49003556
3282, 49003132
3284, 49003832
3286, 49004324
3288, 49004176
3290, 49003880
3292, 49003904
3294, 49566968
3296, 49566412
3298, 49566476
3300, 49565960
3302, 50135428
3304, 29173616
3306, 1887924
3308, 2872204
3310, 4612032
3312, 6343572
3314, 6343252
3316, 6343128
3318, 6343368
3320, 6605708
3322, 7935360
3324, 8987160
3326, 9749100
3328, 10407460
3330, 10909048
3332, 13316680
3334, 13316280
3336, 13317068
3338, 15363684
3340, 15431932
3342, 17495308
3344, 22803232
3346, 26956532
3348, 31079476
3350, 32668364
3352, 32668248
3354, 32667636
3356, 32667268
3358, 32667212
3360, 32667148
3362, 32666608
3364, 32666624
3366, 32666228
3368, 32665944
3370, 32665208
3372, 33228992
3374, 33229284
3376, 33228260
3378, 33227960
3380, 35213328
3382, 38105880
3384, 40989728
3386, 43865468
3388, 46761360
3390, 48994132
3392, 48993224
3394, 48993264
3396, 48993016
3398, 48992796
3400, 48993140
3402, 48992528
3404, 48992904
3406, 48994568
3408, 49556840
3410, 49556752
3412, 49556376
3414, 49609140
3416, 50129648
3418, 11895532
3420, 1898920
3422, 3475788
3424, 5212752
3426, 6354208
3428, 6353684
3430, 6353572
3432, 6353168
3434, 7146944
3436, 8318228
3438, 9196500
3440, 9867672
3442, 10421484
3444, 10937324
3446, 13329644
3448, 13328652
3450, 13398136
3452, 15374348
3454, 15668616
3456, 18570816
3458, 26155032
3460, 32682280
3462, 32680960
3464, 32681232
3466, 32680424
3468, 32679888
3470, 32679476
3472, 32679100
3474, 32679596
3476, 32678824
3478, 32679040
3480, 33242024
3482, 33241804
3484, 33241264
3486, 33241460
3488, 39424896
3490, 43538644
3492, 46920824
3494, 49008872
3496, 49008628
3498, 49008516
3500, 49007948
3502, 49008028
3504, 49008148
3506, 49007688
3508, 49007440
3510, 49568916
3512, 49568728
3514, 49568780
3516, 49568360
3518, 50138820
3520, 1740772
3522, 2201356
3524, 3934524
3526, 5677096
3528, 6345704
3530, 6345580
3532, 6345332
3534, 6345280
3536, 7586620
3538, 8762884
3540, 9445144
3542, 9860136
3544, 10409544
3546, 11081200
3548, 13318004
3550, 13317564
3552, 13387224
3554, 15362944
3556, 16071368
3558, 20241076
3560, 24593972
3562, 28730100
3564, 32452328
3566, 32668556
3568, 32668692
3570, 32667780
3572, 32667600
3574, 32668152
3576, 32668200
3578, 32667864
3580, 32667388
3582, 32790204
3584, 33230252
3586, 33230612
3588, 33230488
3590, 34700324
3592, 37584020
3594, 40468840
3596, 43355420
3598, 46239040
3600, 48996656
3602, 48997008
3604, 48997340
3606, 48996180
3608, 48996144
3610, 48996260
3612, 48996004
3614, 49559276
3616, 49559244
3618, 49559256
3620, 50124368
3622, 33070812
3624, 1885900
3626, 1886064
3628, 1885376
3630, 2046308
3632, 3713044
3634, 5457600
3636, 6345196
3638, 6344740
3640, 6344712
3642, 6344868
3644, 7414548
3646, 8593120
3648, 9386044
3650, 10411148
3652, 10411676
3654, 11350508
3656, 13319156
3658, 13318500
3660, 13389384
3662, 15365380
3664, 16073344
3666, 20623352
3668, 28218408
3670, 32671564
3672, 32671172
3674, 32671544
3676, 32671264
3678, 32671300
3680, 32671392
3682, 32671368
3684, 32670916
3686, 32670056
3688, 32670388
3690, 33232972
3692, 33232540
3694, 33233688
3696, 33919684
3698, 41520712
3700, 45635960
3702, 48982512
3704, 49001056
3706, 49000576
3708, 49000248
3710, 48999672
3712, 48999996
3714, 48999560
3716, 48999784
3718, 49560996
3720, 49560496
3722, 49561568
3724, 49561432
3726, 50130080
3728, 1722376
3730, 1844776
3732, 1844768
3734, 1900020
3736, 2857820
3738, 4602224
3740, 6350028
3742, 6350396
3744, 6349828
3746, 6349428
3748, 6596276
3750, 7940768
3752, 8992004
3754, 9752924
3756, 10413024
3758, 10913492
3760, 13321176
3762, 13320644
3764, 13320768
3766, 15367056
3768, 15436872
3770, 18111892
3772, 23501880
3774, 27650844
3776, 31639384
3778, 32672380
3780, 32671436
3782, 32671756
3784, 32671800
3786, 32671268
3788, 32671484
3790, 32671160
3792, 32670668
3794, 32671672
3796, 32670620
3798, 32670552
3800, 33233652
3802, 33234296
3804, 33233732
3806, 33233992
3808, 35417528
3810, 38308000
3812, 41202092
3814, 44103528
3816, 46995732
3818, 48999260
3820, 48998680
3822, 48998828
3824, 48999196
3826, 48999216
3828, 48998912
3830, 48999044
3832, 48999128
3834, 48998828
3836, 49562360
3838, 49561860
3840, 49561796
3842, 49824104
3844, 50135096
3846, 12729080
3848, 1884264
3850, 3405580
3852, 5149664
3854, 6347292
3856, 6346660
3858, 6346232
3860, 6344992
3862, 7086996
3864, 8263076
3866, 9149460
3868, 9860784
3870, 10414156
3872, 11083760
3874, 13320512
3876, 13320860
3878, 13391980
3880, 15367184
3882, 16075308
3884, 20027988
3886, 24471992
3888, 28617316
3890, 32224868
3892, 32673028
3894, 32672496
3896, 32672764
3898, 32673772
3900, 32672928
3902, 32672380
3904, 32672496
3906, 32672476
3908, 32673780
3910, 32673824
3912, 32672748
3914, 33236232
3916, 33236300
3918, 33236952
3920, 33285136
3922, 36129712
3924, 39011752
3926, 41909156
3928, 44810208
3930, 47712584
3932, 49000944
3934, 49001624
3936, 49001688
3938, 49001276
3940, 49001996
3942, 49001536
3944, 49564200
3946, 49564980
3948, 49564548
3950, 49564580
3952, 50134812
3954, 32823388
3956, 1767512
3958, 1766736
3960, 1767504
3962, 1922044
3964, 3287908
3966, 5035776
3968, 6350540
3970, 6350136
3972, 6351248
3974, 6351184
3976, 6987856
3978, 8149900
3980, 9057424
3982, 9864604
3984, 10416120
3986, 10917524
3988, 13324896
3990, 13323564
3992, 13324092
3994, 15371396
3996, 15440460
3998, 18094892
4000, 23472400
4002, 27597572
4004, 31479276
4006, 32676280
4008, 32675580
4010, 32675476
4012, 32675412
4014, 32675856
4016, 32675732
4018, 32675744
4020, 32675728
4022, 32675692
4024, 32676000
4026, 32676732
4028, 33239492
4030, 33239212
4032, 33238696
4034, 33238392
4036, 35659024
4038, 38538612
4040, 41417164
4042, 44316668
4044, 47231404
4046, 49002852
4048, 49003676
4050, 49003200
4052, 49003328
4054, 49003400
4056, 49002544
4058, 49002792
4060, 49003660
4062, 49003480
4064, 49565616
4066, 49565516
4068, 49565608
4070, 50133272
4072, 13000560
4074, 1867888
4076, 1867996
4078, 1872440
4080, 2562372
4082, 4303852
4084, 6047352
4086, 6348452
4088, 6348412
4090, 6347588
4092, 6408308
4094, 7837452
4096, 8990760
4098, 9653032
4100, 10414820
4102, 10626532
4104, 13150980
4106, 13321312
4108, 13321532
4110, 14268036
4112, 15366476
4114, 16636720
4116, 22015888
4118, 26167448
4120, 30274728
4122, 32671192
4124, 32670804
4126, 32670344
4128, 32670312
4130, 32670288
4132, 32669504
4134, 32670048
4136, 32669748
4138, 32669836
4140, 32670092
4142, 32669820
4144, 32669708
4146, 33232916
4148, 33233792
4150, 33232636
4152, 33902168
4154, 36785884
4156, 39675932
4158, 42574628
4160, 45474900
4162, 48363044
4164, 48998212
4166, 48999092
4168, 48998260
4170, 48998112
4172, 48998684
4174, 48998812
4176, 48998540
4178, 48997600
4180, 48998336
4182, 49560740
4184, 49560988
4186, 49560640
4188, 50126100
4190, 33108684
4192, 1889024
4194, 2767728
4196, 4512528
4198, 6348628
4200, 6348824
4202, 6348488
4204, 6348060
4206, 6556468
4208, 7939888
4210, 8991920
4212, 9664324
4214, 10416032
4216, 10906664
4218, 13322124
4220, 13321976
4222, 13322544
4224, 14683340
4226, 15438112
4228, 16723208
4230, 22238836
4232, 26395368
4234, 30492712
4236, 32673328
4238, 32672756
4240, 32674124
4242, 32674456
4244, 32673728
4246, 32673292
4248, 32672380
4250, 32672608
4252, 32672524
4254, 32672668
4256, 32673404
4258, 32673940
4260, 33237044
4262, 33237300
4264, 33237844
4266, 34399124
4268, 37297696
4270, 40202744
4272, 43105988
4274, 46015032
4276, 48923548
4278, 49002752
4280, 49002196
4282, 49002412
4284, 49003116
4286, 49003276
4288, 49003128
4290, 49002232
4292, 49002944
4294, 49565408
4296, 49564560
4298, 49565020
4300, 49565408
4302, 50134760
4304, 33116672
4306, 1885752
4308, 2689260
4310, 4433520
4312, 6353796
4314, 6352848
4316, 6352628
4318, 6352532
4320, 6474092
4322, 7944732
4324, 8998644
4326, 9662244
4328, 10422208
4330, 10422416
4332, 11581024
4334, 13330252
4336, 13329128
4338, 13398828
4340, 15375008
4342, 16091124
4344, 21129244
4346, 25270208
4348, 29391160
4350, 32575248
4352, 32681808
4354, 32681652
4356, 32681736
4358, 32682124
4360, 32681544
4362, 32682296
4364, 32681752
4366, 32681496
4368, 32680660
4370, 32681040
4372, 32680588
4374, 33243584
4376, 33243776
4378, 33244312
4380, 33243920
4382, 36071444
4384, 38954692
4386, 41848472
4388, 44758232
4390, 47667960
4392, 49008368
4394, 49008256
4396, 49008960
4398, 49008376
4400, 49007892
4402, 49007648
4404, 49008344
4406, 49008652
4408, 49008472
4410, 49571772
4412, 49571656
4414, 49571564
4416, 50135176
4418, 50146952
4420, 2102840
4422, 1915608
4424, 3450916
4426, 5194436
4428, 6349064
4430, 6348100
4432, 6348448
4434, 6349028
4436, 7109264
4438, 8283424
4440, 9168688
4442, 9863868
4444, 10412848
4446, 13322152
4448, 14269948
4450, 15368716
4452, 16638392
4454, 22025504
4456, 26183072
4458, 30271228
4460, 32673676
4462, 32673616
4464, 32673080
4466, 32672504
4468, 32672256
4470, 32672924
4472, 32673200
4474, 32672544
4476, 32672524
4478, 32673328
4480, 32673400
4482, 32672912
4484, 33237088
4486, 33236856
4488, 33235820
4490, 34081468
4492, 36969672
4494, 39855708
4496, 42755672
4498, 45670900
4500, 48588236
4502, 49001300
4504, 49000704
4506, 49002024
4508, 49001640
4510, 49001800
4512, 49001340
4514, 49564476
4516, 49564512
4518, 49564476
4520, 49822216
4522, 33116432
4524, 1885144
4526, 1889880
