,Function,Fit,Parameters,Cost,Trainset,EML
2,Continuous,pareto,1.4796775234306456 0.0005384653249820906 1.043189708205265,4.956152866951221,10,0.026042602878055123
3,Optimal,,,4.830357777590507,60,0
4,Discrete,,,4.937556001718747,60,0.022192605406076732
5,Continuous,lognorm,0.7375440340838049 0.8016393328403214 1.145216629590229,4.853291432910025,60,0.004747817113240354
6,Optimal,,,4.830357777590507,110,0
7,Discrete,,,4.865797452875993,110,0.007336863420325055
8,Continuous,gamma,0.8058481771915564 1.039379659875742 1.7661594501953575,4.839552318887978,110,0.0019034907393665607
9,Optimal,,,4.830357777590507,160,0
10,Discrete,,,5.0021162317701116,160,0.03555812262529376
11,Continuous,exponpow,0.6501232711464979 1.0106439146292616 2.5244670153249364,4.83998496121846,160,0.0019930580862180265
12,Optimal,,,4.830357777590507,210,0
13,Discrete,,,4.9095455002420945,210,0.016393759281965285
14,Continuous,beta,1.0898126337183556 15.998022512222054 1.0080452395949924 23.947565280045566,4.841222912692106,210,0.0022493437550331775
15,Optimal,,,4.830357777590507,260,0
16,Discrete,,,4.908867598584679,260,0.01625341736763321
17,Continuous,weibull_min,1.0225773398749205 1.000747246133819 1.4427375391323127,4.832170340588929,260,0.0003752440464827016
18,Optimal,,,4.830357777590507,310,0
19,Discrete,,,4.828410918483208,310,-0.00040304656444526175
20,Continuous,genpareto,0.1317059064665645 1.0071544988698051 1.3188792195007215,4.838825560437224,310,0.0017530342961346252
21,Optimal,,,4.830357777590507,360,0
22,Discrete,,,4.906316129075421,360,0.015725201937899475
23,Continuous,gamma,1.0879813743390367 1.0052913158568226 1.3019892148239505,4.834252771319808,360,0.0008063571910493692
24,Optimal,,,4.830357777590507,410,0
25,Discrete,,,4.825395575135924,410,-0.001027295012722235
26,Continuous,beta,0.9890656001298428 21.557277275585903 1.0073542360443382 34.3363297276898,4.831615436907684,410,0.00026036566546092267
27,Optimal,,,4.830357777590507,460,0
28,Discrete,,,4.832863499398978,460,0.0005187445576176109
29,Continuous,gamma,1.0803739264053673 1.0035247454504184 1.3985946061480887,4.831983674520193,460,0.00033659968982605645
30,Optimal,,,4.830357777590507,510,0
31,Discrete,,,4.853263844901248,510,0.004742105733245897
32,Continuous,weibull_min,1.0058371478147403 1.0029202188663928 1.5030411139471795,4.830479242107087,510,2.514607036841375e-05
,Function,Fit,Parameters,Cost,Trainset,EML
0,Optimal,,,4.830357777590507,10,0
1,Discrete,,,5.260307135913472,10,0.08900983697680327
2,Continuous,beta,0.4097419124487055 0.5095751018445571 1.0165687502861178 3.779684506042055,5.477483255314523,10,0.1339705064345807
3,Optimal,,,4.830357777590507,60,0
4,Discrete,,,5.025430410958354,60,0.04038471731283504
5,Continuous,genpareto,0.2267783735857984 1.0065558847545555 1.054107278194084,4.870199156684478,60,0.008248121760008663
6,Optimal,,,4.830357777590507,110,0
7,Discrete,,,4.910929438118812,110,0.016680267640235932
8,Continuous,weibull_min,0.945518386293656 1.035079325823832 1.536271506689229,4.833701981035164,110,0.0006923303818552914
9,Optimal,,,4.830357777590507,160,0
10,Discrete,,,5.050661904422069,160,0.04560824207548752
11,Continuous,exponweib,1.11709461684389 1.0472556704236515 1.0028738032447775 1.159285595906991,4.868030859687192,160,0.0077992322373016945
12,Optimal,,,4.830357777590507,210,0
13,Discrete,,,4.851499526041001,210,0.004376849381339312
14,Continuous,beta,0.9008129938671949 86.92213919105208 1.010786054461292 150.352913448943,4.8327399554634365,210,0.0004931679976131888
15,Optimal,,,4.830357777590507,260,0
16,Discrete,,,4.854165186638781,260,0.004928705107253926
17,Continuous,weibull_min,0.9858051454495214 1.000882943545256 1.4612429056335503,4.83094608343248,260,0.00012179343002352469
18,Optimal,,,4.830357777590507,310,0
19,Discrete,,,4.853263824076024,310,0.004742101421924814
20,Continuous,genpareto,-0.030410058827519706 1.0107263216388944 1.4808785668158952,4.831939274541314,310,0.00032740782849346935
21,Optimal,,,4.830357777590507,360,0
22,Discrete,,,4.849055217553975,360,0.0038708188553259826
23,Continuous,weibull_min,1.0113966410004114 1.0084791178716501 1.4771832200150343,4.830741055119064,360,7.934764798064548e-05
24,Optimal,,,4.830357777590507,410,0
25,Discrete,,,4.913823705944084,410,0.01727945054935707
26,Continuous,weibull_min,0.9705310773866933 1.0041225674221528 1.519465685148087,4.831491537084519,410,0.00023471542817631608
27,Optimal,,,4.830357777590507,460,0
28,Discrete,,,4.897114050675667,460,0.013820150837452062
29,Continuous,genpareto,0.030729160798213244 1.0002376047984094 1.3096606509211233,4.840965592233706,460,0.002196072243843353
30,Optimal,,,4.830357777590507,510,0
31,Discrete,,,4.838490401970522,510,0.0016836484489295513
32,Continuous,beta,0.9518397887962158 20.376154713324453 1.007631517538938 36.44924685465857,4.837809061293229,510,0.0015425945749383333
,Function,Fit,Parameters,Cost,Trainset,EML
0,Optimal,,,4.830357777590507,10,0
1,Discrete,,,5.084655655497764,10,0.05264576447877675
2,Continuous,beta,0.20164219729861804 0.3060530311425283 1.3280971239339041 2.916633081347409,5.31509815580147,10,0.10035289320799815
3,Optimal,,,4.830357777590507,60,0
4,Discrete,,,4.93779969292188,60,0.022243055334291932
5,Continuous,exponnorm,15.236741385729257 1.081968704439463 0.08681054139267386,4.835781391004222,60,0.0011228181562195404
6,Optimal,,,4.830357777590507,110,0
7,Discrete,,,4.845954104765866,110,0.0032288140741282725
8,Continuous,beta,0.7517449237638991 4.001688769868146 1.018913202373138 8.28186017945914,4.863321398504932,110,0.006824260734340116
9,Optimal,,,4.830357777590507,160,0
10,Discrete,,,4.914796156588553,160,0.017480771173883036
11,Continuous,invgauss,0.7119803354428462 0.7503351994045195 2.6328247168139045,4.8345172824592915,160,0.0008611173458168634
12,Optimal,,,4.830357777590507,210,0
13,Discrete,,,4.908871947374928,210,0.016254317671596172
14,Continuous,gamma,0.8543959235786978 1.0191611880095643 1.7676047526967353,4.835380014815206,210,0.0010397236511130782
15,Optimal,,,4.830357777590507,260,0
16,Discrete,,,4.880338995987895,260,0.010347311875999335
17,Continuous,exponweib,0.9390410638989762 0.9918454866460531 1.0012225410837374 1.3601046202806666,4.84682922364681,260,0.0034099846874115947
18,Optimal,,,4.830357777590507,310,0
19,Discrete,,,4.819836051799227,310,-0.002178249785159531
20,Continuous,weibull_min,1.0280908019939652 1.0100149175564839 1.5588070853398914,4.832257286607985,310,0.00039324395933779815
21,Optimal,,,4.830357777590507,360,0
22,Discrete,,,4.920865000110066,360,0.01873716744946913
23,Continuous,weibull_min,0.9458005981676627 1.0124682010748387 1.5255304114771837,4.834004168276445,360,0.0007548903940108202
24,Optimal,,,4.830357777590507,410,0
25,Discrete,,,4.8032454573821335,410,-0.005612901043097814
26,Continuous,exponnorm,968.292932339348 1.006655746319037 0.0015313981893691942,4.830453696404257,410,1.9857496725267323e-05
27,Optimal,,,4.830357777590507,460,0
28,Discrete,,,4.803835819412094,460,-0.005490681932807597
29,Continuous,weibull_min,1.0225237895195685 1.009539279910071 1.38320925357543,4.836029267142378,460,0.0011741344664329472
30,Optimal,,,4.830357777590507,510,0
31,Discrete,,,4.8135361574730675,510,-0.0034824791230744783
32,Continuous,gamma,0.9594702411899985 1.0025974729109772 1.5783823815033662,4.830776387284495,510,8.666225428072714e-05
,Function,Fit,Parameters,Cost,Trainset,EML
0,Optimal,,,4.830357777590507,10,0
1,Discrete,,,6.249502680221639,10,0.29379705768690156
2,Continuous,genpareto,-1.9973192430298234 -0.011251085324415103 5.542813138012038,5.503560045042826,10,0.1393690278131173
3,Optimal,,,4.830357777590507,60,0
4,Discrete,,,5.176245430479955,60,0.07160704627183628
5,Continuous,exponnorm,1771.5575854099325 1.0017222137938577 0.0007236463041819996,4.847541582133145,60,0.00355745999237549
6,Optimal,,,4.830357777590507,110,0
7,Discrete,,,4.864625466963446,110,0.007094234205987224
8,Continuous,exponpow,0.7627300502763752 1.0117366486616892 2.5733028576718704,4.867871686298329,110,0.007766279525268468
9,Optimal,,,4.830357777590507,160,0
10,Discrete,,,4.964296769019242,160,0.027728586079093103
11,Continuous,genpareto,0.01338031696249221 1.0111090861574104 1.3906473711500746,4.832781116252077,160,0.000501689268818303
12,Optimal,,,4.830357777590507,210,0
13,Discrete,,,4.950222376289867,210,0.02481484896531852
14,Continuous,genpareto,-0.08927052053323263 1.0203042646427245 1.6109428066697367,4.836992329884437,210,0.0013735115698281042
15,Optimal,,,4.830357777590507,260,0
16,Discrete,,,4.819444384471332,260,-0.0022593343229782023
17,Continuous,gamma,0.8593564947983116 1.0001636709323922 1.725523302820577,4.837058628144554,260,0.001387236900987831
18,Optimal,,,4.830357777590507,310,0
19,Discrete,,,4.863760782499273,310,0.0069152237674261615
20,Continuous,exponweib,1.4940950008653342 0.8537342212698413 0.9982599313173928 0.9895718551421158,4.835390987083189,310,0.0010419951739460206
21,Optimal,,,4.830357777590507,360,0
22,Discrete,,,4.851173233542679,360,0.004309299002392956
23,Continuous,exponnorm,1401.468493914228 0.9995188861206445 0.0011507388653294241,4.835598535146607,360,0.0010849626047191926
24,Optimal,,,4.830357777590507,410,0
25,Discrete,,,4.925782252551104,410,0.019755156730480818
26,Continuous,beta,0.8683542742489792 83.94353007831026 1.0032029501196822 137.6106644460922,4.8374205934560965,410,0.0014621724085027818
27,Optimal,,,4.830357777590507,460,0
28,Discrete,,,4.796740392674369,460,-0.006959605574580597
29,Continuous,exponweib,0.9960706820649933 1.014325297412578 1.000957775042792 1.4890997411859779,4.830597281046117,460,4.958296396207328e-05
30,Optimal,,,4.830357777590507,510,0
31,Discrete,,,4.829063145776605,510,-0.00026801985971068294
32,Continuous,gamma,0.9287125998263568 1.003714571264966 1.4733841859347097,4.8380897755258605,510,0.0016007091589001336
,Function,Fit,Parameters,Cost,Trainset,EML
0,Optimal,,,4.830357777590507,10,0
1,Discrete,,,4.911492799056164,10,0.016796896876266055
2,Continuous,beta,0.27833208178338287 90.54568383578375 1.3255161145311913 84.33014760697966,5.544714177608789,10,0.14788892105102397
3,Optimal,,,4.830357777590507,60,0
4,Discrete,,,4.994881623552798,60,0.03406038507656043
5,Continuous,exponpow,0.7835907639444017 1.002285524311426 2.542093672453002,4.884770321001745,60,0.01126470251617265
6,Optimal,,,4.830357777590507,110,0
7,Discrete,,,4.97541890230363,110,0.030031134626529322
8,Continuous,gamma,1.0781139918142637 1.0012916814577237 1.37767765895317,4.831476420697537,110,0.00023158597324188457
9,Optimal,,,4.830357777590507,160,0
10,Discrete,,,4.872928940924204,160,0.00881325261892564
11,Continuous,beta,0.8076562796854402 6.651881692743358 1.0393836903004197 14.092716163715496,4.833041082108585,160,0.0005555084409124278
12,Optimal,,,4.830357777590507,210,0
13,Discrete,,,4.8646656349617015,210,0.007102549945753318
14,Continuous,genpareto,-0.11956662074887131 1.0015916317171727 1.6770635882640823,4.841149121133485,210,0.0022340671312263026
15,Optimal,,,4.830357777590507,260,0
16,Discrete,,,4.923729383815664,260,0.01933016362852803
17,Continuous,exponnorm,1814.6738051478312 1.000541072814868 0.000853951009431126,4.831387340225692,260,0.00021314417742759184
18,Optimal,,,4.830357777590507,310,0
19,Discrete,,,4.960234363342004,310,0.026887570596537225
20,Continuous,pareto,17.90936754164774 -22.142817120269413 23.160846044901717,4.838345331548503,310,0.0016536153895375138
21,Optimal,,,4.830357777590507,360,0
22,Discrete,,,4.84488891675179,360,0.0030082945881767997
23,Continuous,weibull_min,0.9658418890171494 1.0021975730103991 1.408740515080451,4.833755041304169,360,0.0007033151311116226
24,Optimal,,,4.830357777590507,410,0
25,Discrete,,,4.827317326777131,410,-0.000629446296396723
26,Continuous,beta,0.8771234566709298 41.338729081579054 1.0061853102762943 71.10562748353014,4.832854713622063,410,0.0005169256909167555
27,Optimal,,,4.830357777590507,460,0
28,Discrete,,,4.828592315552219,460,-0.00036549301720026323
29,Continuous,weibull_min,0.9718328088126214 1.0002688808644504 1.471437043455515,4.8312550619528984,460,0.00018575939996708595
30,Optimal,,,4.830357777590507,510,0
31,Discrete,,,4.802842864930504,510,-0.005696247343758414
32,Continuous,weibull_min,1.0078666509422987 1.000147998048662 1.5586058063693056,4.831833767377417,510,0.00030556531314468867
,Function,Fit,Parameters,Cost,Trainset,EML
0,Optimal,,,4.830357777590507,10,0
1,Discrete,,,4.957831565452174,10,0.026390133760496225
2,Continuous,beta,0.4030970636426846 0.28457551967349537 1.0691560882277633 3.481712908683272,5.356309568394499,10,0.10888464478636382
3,Optimal,,,4.830357777590507,60,0
4,Discrete,,,4.9964776914180895,60,0.03439080943408855
5,Continuous,lomax,51.90683083911418 1.1171704460469343 90.86528425427109,4.867316481431917,60,0.007651338791688047
6,Optimal,,,4.830357777590507,110,0
7,Discrete,,,5.153974165408698,110,0.06699635983892244
8,Continuous,exponweib,1.1301148946857265 0.8600498118914139 1.007480311807098 1.2387174838304458,4.839382523545901,110,0.001868339028065999
9,Optimal,,,4.830357777590507,160,0
10,Discrete,,,4.9304421783517345,160,0.020719873220478503
11,Continuous,beta,0.8361685719994365 57.613868859323176 1.0287577051719117 95.0059575804716,4.840565827011924,160,0.0021133112476212352
12,Optimal,,,4.830357777590507,210,0
13,Discrete,,,4.873411600447407,210,0.008913174725201544
14,Continuous,weibull_min,1.0887439703093793 1.0062875978366546 1.5200654234261808,4.836732245939459,210,0.0013196679505863547
15,Optimal,,,4.830357777590507,260,0
16,Discrete,,,4.830890375046023,260,0.00011026045689344322
17,Continuous,exponweib,1.0848928986939341 0.8567827311027627 1.0026453858068238 1.4619633854006722,4.83974043231478,260,0.0019424347338829523
18,Optimal,,,4.830357777590507,310,0
19,Discrete,,,4.797468379248539,310,-0.006808894880323799
20,Continuous,exponweib,1.4213668323741406 0.8550812691988842 1.0179375951983174 1.1318993671517945,4.8322424419994014,310,0.00039017076905526425
21,Optimal,,,4.830357777590507,360,0
22,Discrete,,,4.833775422284795,360,0.0007075344832930279
23,Continuous,genpareto,-0.09431680629129616 1.0056093312397199 1.5588976199192706,4.838065901463482,360,0.0015957666549536679
24,Optimal,,,4.830357777590507,410,0
25,Discrete,,,4.8267323503113895,410,-0.0007505504656273839
26,Continuous,exponweib,1.5710724141111876 0.7897413695044686 1.0067465929196826 0.9563822825070153,4.832403915690341,410,0.00042359969883109643
27,Optimal,,,4.830357777590507,460,0
28,Discrete,,,4.918040534595305,460,0.01815243529404495
29,Continuous,exponnorm,51.43377556073109 1.0217631845581505 0.02898700604436378,4.8304714137598195,460,2.3525414585185517e-05
30,Optimal,,,4.830357777590507,510,0
31,Discrete,,,4.912149533454783,510,0.016932856659962692
32,Continuous,exponweib,0.994389195407721 0.9324751836654142 1.0022035796968285 1.5472859533207721,4.8352393602105295,510,0.0010106047719011053
,Function,Fit,Parameters,Cost,Trainset,EML
0,Optimal,,,4.830357777590507,10,0
1,Discrete,,,5.8438887913930575,10,0.20982524700439956
2,Continuous,invweibull,0.5473105224306563 1.1013709449692692 0.21440665396215364,5.161036951872952,10,0.06845852616064305
3,Optimal,,,4.830357777590507,60,0
4,Discrete,,,4.975061752801356,60,0.02995719610712365
5,Continuous,exponnorm,28.094617910626475 1.0466126839999612 0.058295394902039666,4.841716555282596,60,0.002351539619857092
6,Optimal,,,4.830357777590507,110,0
7,Discrete,,,4.818753117848959,110,-0.0024024431058472144
8,Continuous,alpha,1.454076406935239e-06 0.7073297960142909 0.7748349228401932,4.903129520846543,110,0.015065497548369174
9,Optimal,,,4.830357777590507,160,0
10,Discrete,,,4.860764118313901,160,0.0062948423540092144
11,Continuous,weibull_min,0.9900540438303675 1.0069951196567544 1.6416272001053804,4.837064543334091,160,0.0013884614872006248
12,Optimal,,,4.830357777590507,210,0
13,Discrete,,,4.880076268890715,210,0.010292921060809852
14,Continuous,exponweib,1.1872062266300554 0.9474966376214933 0.9995781547150364 1.1735680156198698,4.8401919216785165,210,0.0020359038689914894
15,Optimal,,,4.830357777590507,260,0
16,Discrete,,,4.8671123341262765,260,0.007609075399401089
17,Continuous,exponweib,0.6617360706915192 1.298440209309558 1.004205457813703 2.1540509118676034,4.8373458505216,260,0.001446698827054328
18,Optimal,,,4.830357777590507,310,0
19,Discrete,,,4.801566859896278,310,-0.005960411012989289
20,Continuous,exponnorm,1738.6813598115593 0.9987796727379303 0.0009376728917314101,4.8354718534816925,310,0.0010587364594215709
21,Optimal,,,4.830357777590507,360,0
22,Discrete,,,4.841867140233253,360,0.002382714319038993
23,Continuous,gamma,1.01912686804382 1.0010417828889684 1.4796743843962907,4.8304714137598195,360,2.3525414585185517e-05
24,Optimal,,,4.830357777590507,410,0
25,Discrete,,,4.882646502099613,410,0.0108250210267424
26,Continuous,beta,0.857775674380204 8.009751034226555 1.000473717241964 15.872838474144451,4.832169323479784,410,0.00037503348047658293
27,Optimal,,,4.830357777590507,460,0
28,Discrete,,,4.860223643718621,460,0.006182951140114496
29,Continuous,weibull_min,0.9786273917085764 1.0008710693698464 1.5382276618620874,4.831492350898008,460,0.00023488390710209295
30,Optimal,,,4.830357777590507,510,0
31,Discrete,,,4.863403414864799,510,0.006841240089419704
32,Continuous,gamma,1.0553216357675217 1.0065805384339512 1.4783985660852523,4.833044627319205,510,0.0005562423846040815
,Function,Fit,Parameters,Cost,Trainset,EML
0,Optimal,,,4.830357777590507,10,0
1,Discrete,,,5.392236975298781,10,0.11632248035849473
2,Continuous,dgamma,0.5709629719451901 2.6866086324054312 2.2330360702425915,4.917985369559782,10,0.01814101480759992
3,Optimal,,,4.830357777590507,60,0
4,Discrete,,,5.139462545114838,60,0.06399210612480125
5,Continuous,exponpow,0.6952229771358605 1.0045444396582477 1.997563072927596,4.958182483035078,60,0.026462782123011307
6,Optimal,,,4.830357777590507,110,0
7,Discrete,,,4.840568349766794,110,0.0021138335184315853
8,Continuous,weibull_min,0.9767087116203381 1.0261361957525683 1.365558608371968,4.834647522108896,110,0.0008880800793453796
9,Optimal,,,4.830357777590507,160,0
10,Discrete,,,4.920919002759835,160,0.018748347294162908
11,Continuous,lomax,63286908236.70474 1.0002076899216075 93688570508.12823,4.830453696404257,160,1.9857496725267323e-05
12,Optimal,,,4.830357777590507,210,0
13,Discrete,,,4.937625362470765,210,0.022206964746567026
14,Continuous,gamma,0.9032104217562147 1.0197094655307157 1.5630912941218793,4.834815905619323,210,0.0009229395076073074
15,Optimal,,,4.830357777590507,260,0
16,Discrete,,,4.877884286999861,260,0.009839128196640855
17,Continuous,invgauss,1.286257656829125 0.871224151742659 1.2166136297773793,4.865546305779882,260,0.007284869943304184
18,Optimal,,,4.830357777590507,310,0
19,Discrete,,,4.906271306734428,310,0.015715922637471562
20,Continuous,genpareto,-0.009622257594203834 1.0170070511310672 1.543611565104708,4.831614899725868,310,0.00026025445593148237
21,Optimal,,,4.830357777590507,360,0
22,Discrete,,,4.887857347768442,360,0.011903791152840269
23,Continuous,weibull_min,0.9831530029601532 1.0020383702547704 1.4228978469395526,4.832175097495078,360,0.0003762288402325668
24,Optimal,,,4.830357777590507,410,0
25,Discrete,,,4.932932234664094,410,0.02123537464439191
26,Continuous,exponweib,1.5531148336124474 0.8108036344590355 1.0004200819611293 0.9693579331032542,4.831805742156911,410,0.0002997634198282013
27,Optimal,,,4.830357777590507,460,0
28,Discrete,,,4.840838952066695,460,0.002169854689607678
29,Continuous,weibull_min,1.0504194283472241 1.0087166361756368 1.42304787235211,4.836049942246761,460,0.0011784147092916077
30,Optimal,,,4.830357777590507,510,0
31,Discrete,,,4.811384693443068,510,-0.003927883817521971
32,Continuous,beta,0.9504264480630411 51.548870822464536 1.0032321772809705 82.84386923605133,4.830460070772121,510,2.1177143873009315e-05
,Function,Fit,Parameters,Cost,Trainset,EML
0,Optimal,,,4.830357777590507,10,0
1,Discrete,,,5.535456838134424,10,0.14597242958173517
2,Continuous,exponweib,1.1922824591335375 0.6861321084659677 1.1379115929726895 1.2804187383200079,4.856417047334762,10,0.005394894321317621
3,Optimal,,,4.830357777590507,60,0
4,Discrete,,,4.954440538560854,60,0.025688109801307944
5,Continuous,exponnorm,44.967259840564964 1.033711081453264 0.037348228602981204,4.842071046435829,60,0.002424927797204529
6,Optimal,,,4.830357777590507,110,0
7,Discrete,,,4.867120071561816,110,0.0076106772342745405
8,Continuous,exponweib,0.8347584527246262 1.0370797083084147 1.0223079045325099 1.564998931907778,4.836357802881192,110,0.0012421492500040605
9,Optimal,,,4.830357777590507,160,0
10,Discrete,,,4.958771999622,160,0.026584826206299973
11,Continuous,exponnorm,37.68649117348022 1.0333301412119562 0.04132339030307383,4.833555847587778,160,0.0006620772506972801
12,Optimal,,,4.830357777590507,210,0
13,Discrete,,,4.8873608392816354,210,0.011801001978690488
14,Continuous,gamma,0.9034226142654191 1.0008471233738998 1.6167507393084835,4.834108675531356,210,0.0007765259041991634
15,Optimal,,,4.830357777590507,260,0
16,Discrete,,,4.8736929845706065,260,0.008971427992589862
17,Continuous,weibull_min,0.8694192335412994 1.0012889279344828 1.483139974195788,4.844450430595868,260,0.0029175174291936803
18,Optimal,,,4.830357777590507,310,0
19,Discrete,,,4.922487839366639,310,0.01907313412756941
20,Continuous,beta,0.8332273214296615 11.15440668802964 1.0026195208265178 20.842407361976946,4.833240358341996,310,0.0005967634043304903
21,Optimal,,,4.830357777590507,360,0
22,Discrete,,,4.834239176349062,360,0.0008035427057933163
23,Continuous,beta,0.8491221939779989 59.727863109228096 1.0008499644533728 107.45012936781549,4.835589869641453,360,0.0010831686371595786
24,Optimal,,,4.830357777590507,410,0
25,Discrete,,,4.830519318259913,410,3.3442795926188085e-05
26,Continuous,beta,0.9532782758580478 6.960893416067777 1.00476195252338 12.287958474570004,4.839989557178552,410,0.001994009560271113
27,Optimal,,,4.830357777590507,460,0
28,Discrete,,,4.824904050637272,460,-0.0011290523816964743
29,Continuous,weibull_min,0.9411384181348834 1.0033229002039554 1.5862634224151462,4.8350839278519135,460,0.0009784265429224935
30,Optimal,,,4.830357777590507,510,0
31,Discrete,,,4.836905889928308,510,0.0013556164241455395
32,Continuous,beta,0.9640333872378133 78.54954502157292 1.0003720751473346 129.91994847541054,4.8327863712945875,510,0.000502777188751451
